member_id,first_name,last_name,dob,gender,email,phone,street,city,state,zip,fpl_ratio,hios_id,plan_network_access_type,plan_metal,age_group,region,enrollment_length_continuous,clinical_segment,general_agency_name,broker_name,sa_contracting_entity_name,call_count,app_login_count,web_login_count,new_member_in_period,member_used_app,member_had_web_login,member_visited_new_provider_ind,high_cost_member,mutually_exclusive_hcc_condition,geographic_reporting,wisconsin_area_deprivation_index,ra_mm,year
MBR2022000011,Emma,Harrison,1953-07-15,M,wilcoxbrandon@example.net,+1-552-785-2708x53129,5486 Henderson Ridge,Gardnerton,DE,78366,0.96,3575617284,PPO,Silver,65+,South,9,Maternity,,HealthLink Brokers,Strategic Alliance B,0,0,0,0,0,0,0,0,Diabetes,South,1,1.242,2022
MBR2022000012,Amber,Humphrey,1951-09-18,M,brianbrown@example.com,(940)547-6578x7781,8589 Torres Roads Suite 723,Morganmouth,MD,41617,1.84,9817065179,EPO,Silver,65+,South,4,Maternity,Care Partners,Prime Advisors,Strategic Alliance B,1,10,0,0,1,0,0,0,CHF,South,6,0.552,2022
MBR2022000013,Charles,Stuart,1992-02-02,F,vflores@example.com,+1-254-561-3857x79681,2641 Schroeder Glen Suite 749,West Jill,MD,47312,1.52,7074512247,PPO,Silver,26-34,South,10,Behavioral,Premier Agency,Prime Advisors,Strategic Alliance A,0,3,0,0,1,0,0,0,Asthma,South,10,1.246,2022
MBR2022000014,Emily,Wright,1991-11-16,F,christopher94@example.net,272.676.1110,1034 Harold Haven,Lake Kimberlyberg,VA,33753,1.23,3781093859,POS,Bronze,26-34,South,12,Complex,Health Advantage,,Strategic Alliance A,1,3,10,1,1,1,1,0,CHF,South,5,2.07,2022
MBR2022000015,Paul,Ruiz,1941-12-31,M,sparksmitchell@example.net,001-334-892-9883x49043,159 Webb Spurs Suite 181,East Tarafort,WA,28220,1.09,4587388794,EPO,Platinum,65+,West,7,Behavioral,Premier Agency,Acme Brokerage,Strategic Alliance B,0,0,2,1,0,1,0,0,,West,9,0.91,2022
MBR2022000016,William,Nielsen,1974-05-01,F,jessica06@example.net,+1-782-839-8148x19096,3749 Caroline Shoal,Myerstown,MT,15547,1.68,2010779415,EPO,Bronze,45-54,West,8,Chronic,Care Partners,,Strategic Alliance B,2,0,0,0,0,0,1,0,CKD,West,2,1.073,2022
MBR2022000017,Courtney,Stevenson,2019-12-02,M,christinele@example.com,405.985.2531,125 Emily Pine Apt. 482,Lake Dawn,VA,30958,0.68,2935797446,HMO,Silver,<18,South,1,Complex,,Acme Brokerage,,0,0,0,1,0,0,1,0,COPD,South,8,0.172,2022
MBR2022000018,Kayla,Kidd,1969-04-23,M,mchaney@example.org,(832)678-7921,6466 Michael Gateway,North Michellefort,KY,63294,0.67,6594441185,POS,Bronze,45-54,South,3,Complex,,,Strategic Alliance C,0,1,2,1,1,1,1,0,CKD,South,1,0.517,2022
MBR2022000019,Melissa,Rivera,2011-05-27,F,zreed@example.org,551-400-2423,7049 Perez Bridge,Lake Amy,RI,08613,0.9,5352144457,HMO,Bronze,<18,Northeast,11,Behavioral,,Acme Brokerage,,3,0,0,1,0,0,0,0,COPD,Northeast,6,1.37,2022
MBR2022000020,Jeffrey,Anderson,2017-05-12,F,josephyoung@example.net,622.652.9497x4204,5861 Terrell Drive Apt. 135,Schmittfurt,MI,96275,3.64,6295042475,EPO,Bronze,<18,Midwest,6,Behavioral,Health Advantage,,Strategic Alliance C,0,0,1,1,0,1,1,0,CKD,Midwest,10,0.747,2022
MBR2022000021,Robin,Rivera,2008-09-23,M,cgriffin@example.net,001-940-366-2841x6761,952 Crystal Ways,Christinaport,KY,97655,2.98,2091722946,PPO,Platinum,<18,South,4,Chronic,Wellness Group,Prime Advisors,,0,1,2,0,1,1,0,0,COPD,South,5,0.537,2022
MBR2022000022,Margaret,Schroeder,2003-05-15,M,sthomas@example.net,+1-472-864-4323x1607,674 Angela View,Karaview,DC,38760,0.97,1488712950,POS,Gold,18-25,South,12,Chronic,,Acme Brokerage,,0,5,0,0,1,0,0,0,Asthma,South,4,1.61,2022
MBR2022000023,Lisa,Dodson,2025-10-29,M,jvelez@example.net,(408)794-1536x034,2286 Watson Plains,Ewingview,MT,79394,1.76,9054384055,POS,Gold,<18,West,11,Healthy,Wellness Group,Value Health Brokers,Strategic Alliance A,0,4,0,0,1,0,0,0,CHF,West,1,1.054,2022
MBR2022000024,Nicholas,Jones,1952-01-03,M,iberg@example.org,761-455-2148x36284,17371 Christopher Lakes Suite 958,Richardstad,HI,28876,1.2,4185360274,POS,Gold,65+,West,6,Maternity,,Acme Brokerage,Strategic Alliance B,0,0,1,1,0,1,1,0,Asthma,West,1,0.828,2022
MBR2022000025,Molly,Golden,1988-12-18,F,stephanierios@example.net,(417)320-1723,7109 Elizabeth Lane,West Vincent,NM,68993,2.81,5441917592,POS,Gold,26-34,West,4,Complex,Premier Agency,,,0,2,4,1,1,1,1,0,COPD,West,9,0.69,2022
MBR2022000026,Bobby,Long,1951-08-21,F,zachary95@example.com,473.945.3239,779 Howell Ridge Suite 452,Scottmouth,VA,45857,3.18,4347341711,POS,Gold,65+,South,8,Maternity,Health Advantage,HealthLink Brokers,,0,0,0,0,0,0,1,0,Diabetes,South,2,1.104,2022
MBR2022000027,Justin,Mosley,2015-09-25,F,justin84@example.net,409-781-7157,829 Holmes Extensions Suite 860,Rushmouth,WV,58163,3.25,8092385916,HMO,Gold,<18,South,7,Healthy,Health Advantage,Prime Advisors,Strategic Alliance C,0,3,3,0,1,1,0,0,,South,2,0.583,2022
MBR2022000028,Mary,Kelley,1948-05-07,M,jacksonjason@example.net,+1-934-262-5369,214 Roberta Springs Apt. 212,Aaronshire,WY,80036,2.92,4048312792,POS,Gold,65+,West,9,Complex,,Prime Advisors,Strategic Alliance C,0,0,0,1,0,0,0,0,Asthma,West,4,1.863,2022
MBR2022000029,Nicholas,Hurst,1979-03-15,F,chad85@example.com,(527)317-3266,25981 Richard Lake,Port Deniseburgh,MH,09832,2.66,6173148836,EPO,Silver,35-44,Midwest,12,Behavioral,,,Strategic Alliance C,0,2,0,1,1,0,0,0,Diabetes,Midwest,6,1.495,2022
MBR2022000030,Norman,Erickson,2017-06-29,F,ccooke@example.net,796.866.8728x34540,8803 Angela Curve,Lake Joyce,NY,71505,1.7,8913621484,POS,Gold,<18,Northeast,9,Behavioral,Premier Agency,Acme Brokerage,Strategic Alliance C,2,1,0,0,1,0,1,0,CHF,Northeast,1,1.121,2022
MBR2022000031,Joshua,Smith,1981-11-21,F,byrdchristina@example.net,(528)640-6724x4275,971 Joan Divide,Lake Ianchester,OK,36323,2.3,4828014918,EPO,Silver,35-44,South,1,Healthy,Premier Agency,,Strategic Alliance A,0,0,0,1,0,0,0,0,CKD,South,4,0.096,2022
MBR2022000032,Misty,Randall,2007-11-22,F,sparkssabrina@example.net,(343)585-2794x26330,3704 Farmer Springs,East Ruben,HI,99291,1.43,3394331560,PPO,Silver,<18,West,4,Complex,,Value Health Brokers,Strategic Alliance A,0,0,0,0,0,0,0,0,CHF,West,4,0.69,2022
MBR2022000033,Maria,Perez,2020-02-22,F,sotolaura@example.com,619.450.8406x589,6330 Cox Ports,West Williamhaven,UT,20615,3.67,5113899928,HMO,Bronze,<18,West,8,Chronic,Care Partners,Acme Brokerage,Strategic Alliance C,4,0,0,0,0,0,0,0,Diabetes,West,1,1.073,2022
MBR2022000034,Leah,Price,2024-08-05,M,nathanwheeler@example.org,883-244-3090,5228 Salas Mountains,Powellburgh,WY,36348,3.11,3881439242,HMO,Bronze,<18,West,4,Healthy,,Prime Advisors,Strategic Alliance B,0,0,2,1,0,1,1,0,CHF,West,8,0.383,2022
MBR2022000035,Helen,Best,2013-02-19,F,saundersashley@example.org,001-459-920-8057x929,2489 Kimberly Estate,North Sheila,SD,15520,3.69,1947289165,HMO,Silver,<18,Midwest,9,Behavioral,Health Advantage,Prime Advisors,,0,0,0,1,0,0,0,0,COPD,Midwest,3,1.121,2022
MBR2022000036,Kimberly,Ferguson,1995-04-17,F,veronica54@example.com,(242)949-9663x517,2553 Aaron Neck,Port Jose,AR,80361,0.94,6998976090,EPO,Silver,26-34,South,3,Chronic,Wellness Group,,Strategic Alliance C,0,1,0,1,1,0,1,0,CHF,South,9,0.402,2022
MBR2022000037,Ronald,Phillips,1994-09-28,M,kristine03@example.com,237-355-6480x424,648 Harris Mission,Lake Valerie,NV,01407,2.07,9972042318,HMO,Silver,26-34,West,8,Complex,Wellness Group,Acme Brokerage,Strategic Alliance B,1,2,0,1,1,0,1,0,Diabetes,West,3,1.38,2022
MBR2022000038,Eric,Cox,1948-02-05,M,wrightamy@example.net,+1-359-599-0335x212,799 Kevin Locks,Davidshire,SC,15785,0.61,1817635248,PPO,Silver,65+,South,10,Maternity,Care Partners,Prime Advisors,Strategic Alliance A,0,0,0,0,0,0,0,0,CHF,South,6,1.38,2022
MBR2022000039,Thomas,Johnson,1947-09-14,M,emilyfloyd@example.com,590-413-4095x072,6581 Robbins Alley Apt. 348,North Sandra,AS,90168,1.43,1988241883,EPO,Silver,65+,West,8,Complex,,Value Health Brokers,Strategic Alliance B,0,0,0,0,0,0,1,0,CHF,West,3,1.656,2022
MBR2022000040,Joseph,Anderson,1973-05-16,F,iadams@example.org,(352)537-6998,2510 Emily Vista Apt. 956,West Luisstad,CO,06802,0.57,3411015056,POS,Gold,45-54,West,10,Chronic,,,Strategic Alliance B,0,1,0,1,1,0,0,0,,West,1,1.167,2022
MBR2022000041,Robert,Salas,1958-02-05,F,zjensen@example.net,(330)918-9855,303 Perry Shoals Apt. 100,Paulville,MN,26125,3.61,5807361181,HMO,Bronze,55-64,Midwest,3,Maternity,Wellness Group,,Strategic Alliance C,1,5,1,1,1,1,1,0,CKD,Midwest,2,0.38,2022
MBR2022000042,Robert,Williams,1961-07-07,M,jennifer98@example.net,001-730-268-6180x9986,070 Aaron Port Apt. 894,East Jessica,SC,07134,1.95,1824877492,HMO,Gold,55-64,South,1,Chronic,Health Advantage,HealthLink Brokers,Strategic Alliance C,0,3,3,1,1,1,1,0,COPD,South,3,0.148,2022
MBR2022000043,Elizabeth,Murray,1952-11-20,M,moorekimberly@example.net,994.635.2649x2351,26976 Manuel Road Apt. 140,Hernandezside,MP,72301,0.67,9034332245,POS,Platinum,65+,South,11,Complex,Premier Agency,,Strategic Alliance C,1,2,0,1,1,0,0,0,CKD,South,10,2.277,2022
MBR2022000044,Curtis,Lowe,1945-04-30,F,antoniokim@example.com,001-284-330-3955x7951,33735 Guzman Rapid Suite 312,Alexanderborough,OK,07454,1.17,7306381441,POS,Silver,65+,South,12,Chronic,Wellness Group,,Strategic Alliance A,0,1,0,1,1,0,0,0,Asthma,South,7,1.932,2022
MBR2022000045,Brandon,Marquez,1972-02-10,F,villanuevaanna@example.com,001-734-899-6942x650,61887 Wilson Ford,West Cliffordshire,UT,23317,2.43,8777570257,POS,Silver,45-54,West,12,Behavioral,Health Advantage,Value Health Brokers,Strategic Alliance B,1,2,0,0,1,0,1,0,COPD,West,4,1.495,2022
MBR2022000046,Stephen,Zhang,1945-10-01,O,melissa34@example.org,870-397-6268x52089,322 Evans Street,Lake William,FL,60023,2.05,8436244532,HMO,Gold,65+,South,8,Healthy,,HealthLink Brokers,Strategic Alliance A,0,0,0,1,0,0,1,0,COPD,South,3,0.92,2022
MBR2022000047,Nicole,Cardenas,1993-12-15,M,lisa82@example.net,352.408.1594x7473,01213 Amanda Ridge,Brianview,AR,24596,1.65,4070466764,EPO,Gold,26-34,South,8,Complex,,Prime Advisors,Strategic Alliance B,0,1,0,0,1,0,1,0,,South,1,1.2,2022
MBR2022000048,Holly,Harris,1953-10-20,F,ramseyjoseph@example.org,+1-993-367-3834x28500,9908 Jack Hills Apt. 304,Grahammouth,MS,16934,1.69,9581562532,POS,Platinum,65+,South,8,Complex,Premier Agency,Prime Advisors,Strategic Alliance B,0,2,0,1,1,0,0,0,CHF,South,8,1.656,2022
MBR2022000049,Daniel,Kelly,1948-10-20,F,nromero@example.org,+1-419-979-7180x83100,844 Abigail Road,Lake Maria,VI,76424,3.49,8738856072,HMO,Silver,65+,West,5,Behavioral,Care Partners,,Strategic Alliance C,0,3,0,0,1,0,0,0,COPD,West,8,0.747,2022
MBR2022000050,Kayla,Bell,2007-11-26,M,davispatrick@example.com,463.453.6212x917,979 Simmons Square Suite 096,Travisbury,AS,66969,3.11,7137938462,POS,Bronze,<18,West,6,Complex,Wellness Group,HealthLink Brokers,,0,0,4,1,0,1,0,0,COPD,West,3,1.035,2022
MBR2022000051,Tara,Ward,1936-10-30,F,lukeware@example.org,581-977-5396x3392,04138 Henry Island Suite 905,Rogersland,PW,76277,1.29,9514399829,EPO,Platinum,65+,Northeast,12,Healthy,Premier Agency,Acme Brokerage,,0,0,0,1,0,0,1,1,Asthma,Northeast,8,2.07,2022
MBR2022000052,Joseph,Smith,2010-02-18,M,allison00@example.org,828-816-3468x490,395 James Trail,East Barbara,VA,03646,2.99,4796027822,POS,Gold,<18,South,3,Maternity,Care Partners,Value Health Brokers,Strategic Alliance A,0,1,0,1,1,0,1,0,COPD,South,9,0.345,2022
MBR2022000053,Jacob,Jones,1951-01-06,F,milesmiguel@example.org,803-935-8064x47209,204 Kathleen Mountain Apt. 664,East Ianmouth,CO,03497,2.12,8028832331,POS,Platinum,65+,West,9,Chronic,,HealthLink Brokers,Strategic Alliance A,2,5,2,1,1,1,1,0,COPD,West,6,1.449,2022
MBR2022000054,Danielle,Hoffman,2024-02-05,F,lancebass@example.com,+1-528-673-0603x2279,318 Gibson Falls,Perezshire,DC,83791,2.58,4782832950,POS,Silver,<18,South,12,Maternity,,HealthLink Brokers,Strategic Alliance A,0,5,5,0,1,1,0,0,CKD,South,6,1.38,2022
MBR2022000055,Jacob,Warren,2007-03-15,F,claire91@example.com,8853617575,342 William Tunnel,North Laurenfurt,KS,03800,2.99,6688010454,PPO,Bronze,<18,Midwest,7,Chronic,Wellness Group,,Strategic Alliance B,2,0,0,1,0,0,0,0,CHF,Midwest,9,0.939,2022
MBR2022000056,Tonya,Simmons,1994-09-23,F,gdavis@example.com,(337)716-6647x7698,9243 Eric Passage,Rojastown,MP,87686,3.89,8667063426,HMO,Platinum,26-34,West,3,Behavioral,,,Strategic Alliance C,0,0,2,0,0,1,0,0,CKD,West,8,0.374,2022
MBR2022000057,Crystal,Valentine,2017-04-09,M,erichernandez@example.net,377.395.4076x668,53166 Raymond Lodge Apt. 201,Williamsfurt,GA,11236,2.78,8403024636,EPO,Platinum,<18,South,12,Chronic,Health Advantage,,Strategic Alliance C,5,0,0,1,0,0,0,0,CHF,South,1,1.61,2022
MBR2022000058,Tracy,Ford,1978-11-23,M,george55@example.com,408-404-7843x6056,97149 Anthony Vista Suite 037,Port Amandafort,FM,44756,1.56,1942191623,PPO,Silver,35-44,Northeast,7,Behavioral,Wellness Group,Value Health Brokers,,1,0,0,1,0,0,1,0,COPD,Northeast,9,0.872,2022
MBR2022000059,Alexander,Perez,1947-04-25,F,murphyangela@example.net,554.415.2801x78845,980 Bryant Mission,Fergusonland,ND,74803,1.18,4145212140,EPO,Silver,65+,Midwest,8,Complex,Premier Agency,,Strategic Alliance A,0,3,3,0,1,1,0,0,COPD,Midwest,7,1.656,2022
MBR2022000060,Katelyn,Pace,2007-04-05,F,raymondjohnson@example.org,(896)374-6070,7056 Espinoza Corners,Russellchester,NC,06872,1.32,5480569916,PPO,Platinum,<18,South,3,Complex,Health Advantage,,Strategic Alliance A,0,4,0,0,1,0,1,0,Diabetes,South,6,0.517,2022
MBR2022000061,Brandon,Mcdonald,1987-07-30,F,mgraves@example.net,620.420.5656x5698,2144 Hall Avenue Apt. 641,Leeberg,WA,13148,1.51,7331816885,POS,Bronze,35-44,West,2,Maternity,,,Strategic Alliance A,0,4,1,1,1,1,1,0,CKD,West,7,0.23,2022
MBR2022000062,Tony,Watson,1977-03-22,F,watsonjennifer@example.net,6353960270,4530 Carr Way Suite 128,West Joanna,NC,36642,3.07,1881431585,POS,Bronze,45-54,South,2,Healthy,Health Advantage,Acme Brokerage,Strategic Alliance B,0,2,0,1,1,0,0,0,Asthma,South,10,0.192,2022
MBR2022000063,Gregory,Peters,1990-08-11,F,dana27@example.net,512-639-4218x468,5945 Cooper Gateway Apt. 893,Lake Misty,MO,11392,2.0,9231514195,PPO,Platinum,26-34,Midwest,5,Complex,Premier Agency,Value Health Brokers,Strategic Alliance B,0,10,0,1,1,0,1,0,COPD,Midwest,9,0.862,2022
MBR2022000064,Natasha,Davidson,2005-02-24,M,seth87@example.com,+1-497-492-5421,103 Brian Forges,Lake Lauren,CT,32272,2.97,8669970433,POS,Gold,<18,Northeast,9,Maternity,,,,5,1,0,0,1,0,1,1,CHF,Northeast,8,1.552,2022
MBR2022000065,Jay,Williams,2024-02-09,F,deanangela@example.com,478.435.7593,366 Colleen Loop Apt. 701,Jenkinsport,AZ,89570,3.62,5054290879,PPO,Gold,<18,West,3,Healthy,,HealthLink Brokers,,3,0,2,1,0,1,1,0,Diabetes,West,9,0.287,2022
MBR2022000066,Kyle,Mcclure,1984-10-30,M,thomaskrueger@example.org,365-801-5083,0172 Adams Locks Apt. 677,Johnborough,NM,68682,1.44,4713311292,HMO,Platinum,35-44,West,12,Complex,,Acme Brokerage,,0,2,1,1,1,1,0,0,CKD,West,6,2.07,2022
MBR2022000067,Jeremy,Lee,1953-01-01,F,kimsabrina@example.net,835.557.6032x41468,7196 Davis Forest Suite 285,North Stephen,HI,86791,2.88,1728073124,EPO,Silver,65+,West,2,Complex,,Prime Advisors,Strategic Alliance B,0,0,3,0,0,1,1,0,CKD,West,7,0.414,2022
MBR2022000068,Christopher,Jones,1935-07-20,M,walterhorne@example.com,(249)982-1418x016,210 Cortez Points,Port Kellybury,OR,01951,0.97,8812037117,EPO,Bronze,65+,West,7,Complex,Health Advantage,Value Health Brokers,,0,3,0,0,1,0,1,0,Asthma,West,6,1.449,2022
MBR2022000069,Whitney,Thomas,1993-07-25,F,pvasquez@example.com,(750)781-7525,02016 Tammy Corner Suite 670,Johnsonberg,IA,37792,2.29,3962133417,EPO,Silver,26-34,Midwest,2,Maternity,Health Advantage,HealthLink Brokers,Strategic Alliance B,0,2,5,1,1,1,0,0,,Midwest,10,0.2,2022
MBR2022000070,Monica,Kerr,1954-07-24,F,lewismichael@example.org,(877)362-5763x105,8724 Felicia Overpass,Port Lauriemouth,ID,78667,1.59,2740680691,PPO,Silver,65+,West,11,Healthy,Premier Agency,Value Health Brokers,Strategic Alliance A,0,4,1,1,1,1,1,0,COPD,West,2,1.265,2022
MBR2022000071,Brian,Sanders,1959-03-27,F,valdezerin@example.com,(412)670-5915x95220,50123 David Mall Apt. 658,Jessicaburgh,WV,34817,2.22,7507346792,HMO,Silver,55-64,South,7,Complex,Premier Agency,Acme Brokerage,,4,0,0,1,0,0,1,0,,South,2,1.155,2022
MBR2022000072,Brandon,Brown,1980-02-01,F,caitlin88@example.org,(288)651-8364x9560,79055 Cervantes Canyon Apt. 667,Marquezborough,ID,14725,1.45,7667994923,POS,Gold,35-44,West,3,Complex,,,Strategic Alliance C,4,5,0,0,1,0,1,0,Diabetes,West,5,0.517,2022
MBR2022000073,Jason,Jackson,2001-04-29,F,joshuadurham@example.org,001-974-422-0090,250 Nathan Ports Suite 442,Frederickport,HI,00861,0.8,7277569626,POS,Bronze,18-25,West,8,Chronic,,Acme Brokerage,,2,0,0,0,0,0,1,0,CKD,West,1,1.073,2022
MBR2022000074,Russell,Lewis,1968-10-27,M,jennifermorse@example.org,205-474-4527x575,88849 Tommy Place,North Christophermouth,NJ,32097,0.65,8663641455,HMO,Bronze,45-54,Northeast,2,Complex,Premier Agency,,Strategic Alliance C,3,4,0,1,1,0,0,0,CHF,Northeast,4,0.345,2022
MBR2022000075,Shelley,Myers,2010-11-28,M,beth26@example.com,963.536.9321x9596,2654 Erik Trace,Brownberg,MI,97071,2.96,8029443048,PPO,Gold,<18,Midwest,11,Maternity,Health Advantage,,Strategic Alliance B,0,0,0,1,0,0,1,0,CHF,Midwest,9,1.265,2022
MBR2022000076,Jeffrey,Mclean,2005-10-13,M,claire83@example.org,+1-447-930-4543x27537,938 Davis Bypass Apt. 629,Murrayville,NV,23589,3.28,6060382237,HMO,Gold,<18,West,1,Maternity,Care Partners,Value Health Brokers,Strategic Alliance A,1,0,0,1,0,0,1,0,Diabetes,West,2,0.115,2022
MBR2022000077,Michelle,Baker,1972-08-20,F,randy42@example.com,920-461-8948x2660,160 Julie Crest Suite 456,Robertsfort,NM,94000,0.92,1128171531,POS,Platinum,45-54,West,7,Complex,Wellness Group,HealthLink Brokers,Strategic Alliance A,0,0,1,1,0,1,1,0,COPD,West,5,1.208,2022
MBR2022000078,William,Black,1976-04-10,F,walkercharles@example.net,9237616336,47191 Page Mill Suite 365,Lake Meganfurt,MI,92150,3.56,3703817850,POS,Bronze,45-54,Midwest,11,Behavioral,Wellness Group,HealthLink Brokers,Strategic Alliance A,0,0,4,0,0,1,1,0,Diabetes,Midwest,9,1.37,2022
MBR2022000079,Jeffrey,Morris,2025-01-12,M,mark67@example.org,479.969.5750,78047 Lisa Trace Suite 405,Vincentmouth,FM,65704,2.16,2813816412,HMO,Silver,<18,Midwest,6,Complex,Wellness Group,,Strategic Alliance C,0,0,0,1,0,0,1,0,CKD,Midwest,9,1.035,2022
MBR2022000080,Jennifer,Young,1972-12-22,F,cynthiataylor@example.net,(872)509-0723,256 Espinoza Valleys,North Laura,HI,82207,1.48,8376450327,EPO,Platinum,45-54,West,9,Healthy,,Acme Brokerage,Strategic Alliance C,0,0,0,1,0,0,1,0,Diabetes,West,1,0.862,2022
MBR2022000081,Cheryl,Washington,2022-08-21,F,chernandez@example.net,+1-812-259-0196,463 Katherine Court,Byrdview,MP,91811,1.94,8757514537,POS,Gold,<18,Midwest,5,Maternity,Health Advantage,,Strategic Alliance A,4,0,0,0,0,0,0,0,Asthma,Midwest,3,0.575,2022
MBR2022000082,Christine,Martinez,1982-09-07,F,yduran@example.com,472.253.0266x6156,580 Jeffrey Springs Suite 037,Charlesstad,AL,30897,3.44,2978792022,PPO,Bronze,35-44,South,12,Complex,Premier Agency,Value Health Brokers,Strategic Alliance B,4,0,0,0,0,0,1,0,Diabetes,South,3,2.07,2022
MBR2022000083,Katie,Velazquez,2010-08-19,F,andrew64@example.org,4372155988,4066 Brown Landing,Anthonyhaven,HI,89701,2.16,8632635466,PPO,Platinum,<18,West,7,Behavioral,Premier Agency,,Strategic Alliance B,0,1,0,1,1,0,0,1,CKD,West,8,1.308,2022
MBR2022000084,Patricia,Chase,1994-10-10,M,paul61@example.org,932.730.8080x15763,84249 Hutchinson Fields Apt. 505,Robinsonfurt,KS,90235,3.17,6959245975,HMO,Silver,26-34,Midwest,6,Healthy,Health Advantage,,Strategic Alliance C,0,0,1,1,0,1,0,0,Asthma,Midwest,1,0.575,2022
MBR2022000085,Nancy,Smith,1950-12-14,M,jasonfarmer@example.com,920-853-3979x2808,5127 Joan Ford,Tinaborough,ME,31626,1.39,1325067920,PPO,Gold,65+,Northeast,11,Complex,,HealthLink Brokers,Strategic Alliance B,0,0,0,1,0,0,1,0,,Northeast,8,1.98,2022
MBR2022000086,Destiny,Johnson,1990-05-15,M,kristiewashington@example.com,839-431-2602x8378,41915 Lowe Walk Suite 687,Yatesmouth,VT,50413,3.46,8373118595,HMO,Platinum,26-34,Northeast,1,Healthy,Health Advantage,Acme Brokerage,Strategic Alliance C,0,1,1,1,1,1,0,0,COPD,Northeast,4,0.096,2022
MBR2022000087,Alexa,Scott,1963-03-25,M,sarah36@example.org,001-696-600-2363,62607 Lauren Crossroad Suite 332,Obrienview,MP,72704,1.29,6773462435,HMO,Bronze,55-64,West,3,Chronic,Care Partners,Acme Brokerage,,0,0,0,0,0,0,0,0,CHF,West,5,0.443,2022
MBR2022000088,Steven,Perez,2020-01-07,M,lbest@example.net,618-476-7467x176,42891 Boyd Hollow Suite 296,Beckmouth,ME,67409,3.9,1531971958,POS,Silver,<18,Northeast,7,Complex,Premier Agency,Prime Advisors,,0,5,0,1,1,0,0,0,CHF,Northeast,9,1.208,2022
